company_ntn,company_name,incorporation_date,registered_address,principal_business,status,paid_up_capital
4870610-0,Pak Traders,2011-02-03,"House 988, Street 29, Gulbahar, Peshawar",Import/Export,Active,500000000
7725596-2,United Enterprises,2021-05-22,"House 232, Street 51, D Ground, Faisalabad",Import/Export,Active,50000000
1472568-2,Pak Associates,2008-04-19,"House 108, Street 34, Cantt, Multan",Construction,Active,50000000
3919125-8,Allied Industries,2009-01-24,"House 416, Street 27, Johar Town, Lahore",Construction,Active,500000000
5958756-8,Metro Traders,2015-02-28,"House 487, Street 9, Johar Town, Lahore",Logistics,Active,500000000
2260521-9,Metro (Pvt) Ltd,2019-04-14,"House 258, Street 18, Jaranwala Road, Faisalabad",Import/Export,Active,50000000
3971684-1,Star Industries,2009-02-08,"House 862, Street 43, Wapda Town, Lahore",Real Estate,Active,500000000
4036185-6,Premier Industries,2019-11-20,"House 947, Street 51, Peoples Colony, Gujranwala",Textile,Active,500000000
1149042-7,Crescent Industries,2008-08-31,"House 674, Street 26, Peoples Colony, Faisalabad",Trading,Active,50000000
1098477-8,Star (Pvt) Ltd,2012-07-30,"House 464, Street 55, University Town, Peshawar",Construction,Active,50000000
6400818-5,Crescent Builders,2014-10-25,"House 201, Street 13, Model Town, Multan",Logistics,Active,50000000
9392857-4,Pak (Pvt) Ltd,2010-03-13,"House 215, Street 9, Wapda Town, Lahore",Logistics,Active,50000000
3212637-5,Royal International,2017-10-20,"House 248, Street 10, Peoples Colony, Faisalabad",Trading,Active,50000000
1688162-5,Apex Holdings,2013-11-27,"House 415, Street 16, Johar Town, Lahore",Real Estate,Active,50000000
6035699-6,Apex Associates,2019-07-28,"House 707, Street 34, Wapda Town, Lahore",Import/Export,Active,50000000
8153562-2,Crescent Industries,2020-02-20,"House 422, Street 19, Westridge, Rawalpindi",Construction,Active,500000000
8007346-9,Allied Associates,2015-02-25,"House 222, Street 49, Johar Town, Lahore",Construction,Active,500000000
3038635-9,Crescent (Pvt) Ltd,2012-05-22,"House 366, Street 32, Johar Town, Lahore",Real Estate,Active,50000000
2717404-9,Summit Industries,2017-05-07,"House 344, Street 45, Jaranwala Road, Faisalabad",IT Services,Active,50000000
6380719-9,Premier (Pvt) Ltd,2012-09-08,"House 445, Street 36, Model Town, Gujranwala",Textile,Active,50000000
8901486-4,Royal International,2020-10-10,"House 3, Street 19, DHA-I, Rawalpindi",Construction,Active,500000000
3473901-6,Allied Holdings,2023-01-28,"House 306, Street 37, Gulgasht Colony, Multan",Food & Beverage,Active,50000000
3542772-7,Summit Industries,2014-04-03,"House 589, Street 51, Cantt, Peshawar",Pharmaceuticals,Active,50000000
6147124-9,Global Associates,2012-11-05,"House 378, Street 28, DHA-I, Rawalpindi",Logistics,Active,50000000
3900793-5,Apex Holdings,2016-11-23,"House 814, Street 11, Kashmir Road, Sialkot",Real Estate,Active,50000000
2771831-3,Summit Enterprises,2012-10-07,"House 32, Street 32, Clifton, Karachi",Textile,Active,50000000
8577081-0,Pak (Pvt) Ltd,2008-05-12,"House 838, Street 30, F-6, Islamabad",Logistics,Active,50000000
3643108-6,Apex Holdings,2009-08-09,"House 93, Street 33, Shah Rukn-e-Alam, Multan",IT Services,Active,50000000
2598961-9,Crescent Traders,2023-03-25,"House 180, Street 13, University Town, Peshawar",Trading,Active,500000000
1859955-3,Global Associates,2011-12-29,"House 21, Street 3, Paris Road, Sialkot",Textile,Active,50000000
6862957-9,Apex Industries,2019-05-08,"House 542, Street 51, Chaklala Scheme 3, Rawalpindi",Import/Export,Active,50000000
5815543-6,Allied Traders,2013-04-29,"House 420, Street 28, Cantt, Sialkot",Construction,Active,50000000
8845938-0,Allied Enterprises,2016-04-17,"House 824, Street 37, Cantt, Multan",Construction,Active,50000000
5577929-8,Premier Industries,2018-05-18,"House 700, Street 11, Model Town, Lahore",Food & Beverage,Active,500000000
2852505-2,Allied Enterprises,2011-08-09,"House 337, Street 7, Shah Rukn-e-Alam, Multan",Construction,Active,50000000
8894046-1,Royal Enterprises,2008-11-25,"House 281, Street 55, Gulgasht Colony, Multan",Import/Export,Active,50000000
4478575-8,Crescent Builders,2018-05-12,"House 873, Street 26, Hayatabad, Peshawar",Food & Beverage,Active,50000000
7602054-2,United Builders,2008-10-21,"House 368, Street 28, Model Town, Gujranwala",Real Estate,Active,50000000
6952720-6,Summit Industries,2020-02-13,"House 415, Street 36, Clifton, Karachi",Construction,Active,50000000
7987788-1,Pak Builders,2017-02-26,"House 806, Street 31, Model Town, Sialkot",Construction,Active,500000000
4563917-0,Metro Associates,2020-03-13,"House 676, Street 1, D Ground, Faisalabad",Food & Beverage,Active,50000000
5411474-3,Capital Builders,2021-10-29,"House 658, Street 16, D Ground, Faisalabad",Import/Export,Active,50000000
3997657-8,Allied Enterprises,2018-10-23,"House 736, Street 19, Peoples Colony, Faisalabad",Real Estate,Active,500000000
3130650-0,Capital Enterprises,2013-11-02,"House 773, Street 30, Gulbahar, Peshawar",Import/Export,Active,50000000
8120596-3,Capital Enterprises,2008-04-07,"House 183, Street 28, Cantt, Sialkot",Construction,Active,500000000
9826173-1,Star Builders,2023-01-25,"House 126, Street 6, Model Town, Sialkot",Import/Export,Active,50000000
3066933-0,Apex Traders,2009-02-19,"House 792, Street 15, Cantt, Sialkot",Construction,Active,500000000
8653118-9,Global Builders,2022-10-20,"House 144, Street 2, Shah Rukn-e-Alam, Multan",Construction,Active,50000000
9136239-8,Global Enterprises,2020-07-03,"House 403, Street 44, Chaklala Scheme 3, Rawalpindi",Trading,Active,500000000
8886111-3,Allied (Pvt) Ltd,2018-03-04,"House 754, Street 44, University Town, Peshawar",Import/Export,Active,500000000
7727438-3,Global (Pvt) Ltd,2023-06-26,"House 191, Street 46, Peoples Colony, Gujranwala",Logistics,Active,50000000
6557616-9,Crescent Enterprises,2009-06-22,"House 537, Street 25, F-6, Islamabad",Textile,Active,50000000
4635013-6,Crescent Builders,2015-10-30,"House 194, Street 6, Cantt, Peshawar",Real Estate,Active,500000000
5082300-3,Summit Enterprises,2012-07-08,"House 526, Street 59, Gulbahar, Peshawar",Construction,Active,50000000
6983722-9,Pak Holdings,2019-09-10,"House 909, Street 60, Johar Town, Lahore",Real Estate,Active,50000000
6630267-6,United Associates,2008-02-22,"House 962, Street 59, Cantt, Peshawar",Real Estate,Active,50000000
4786681-3,Royal (Pvt) Ltd,2016-05-06,"House 702, Street 36, Madina Town, Faisalabad",Import/Export,Active,500000000
3626978-9,Metro Industries,2021-07-31,"House 400, Street 8, Wapda Town, Lahore",Trading,Active,50000000
2264862-1,Apex (Pvt) Ltd,2023-06-29,"House 657, Street 12, University Town, Peshawar",Textile,Active,50000000
9449996-9,Royal Builders,2012-01-10,"House 297, Street 53, Cantt, Sialkot",Logistics,Active,50000000
8817965-8,Star Industries,2018-11-15,"House 912, Street 50, DC Colony, Gujranwala",Construction,Active,50000000
3154944-2,Crescent (Pvt) Ltd,2016-06-16,"House 920, Street 45, DHA-I, Rawalpindi",Import/Export,Active,500000000
3685692-4,Royal Enterprises,2016-02-04,"House 138, Street 16, University Town, Peshawar",Construction,Active,50000000
2059437-4,Capital Traders,2008-03-07,"House 177, Street 6, Cantt, Multan",Food & Beverage,Active,500000000
3854966-5,Global Traders,2015-11-19,"House 8, Street 55, Jaranwala Road, Faisalabad",Pharmaceuticals,Active,50000000
5921427-2,Premier (Pvt) Ltd,2013-11-16,"House 888, Street 34, F-6, Islamabad",Textile,Active,50000000
9274794-2,Allied International,2020-07-21,"House 781, Street 37, Cantt, Lahore",Real Estate,Active,50000000
6669975-2,Premier Associates,2009-04-25,"House 899, Street 25, Peoples Colony, Gujranwala",IT Services,Active,50000000
7404498-6,Summit Holdings,2017-02-10,"House 391, Street 45, Westridge, Rawalpindi",Food & Beverage,Active,500000000
3913063-7,Apex Enterprises,2020-09-08,"House 695, Street 43, Westridge, Rawalpindi",IT Services,Active,50000000
3172224-0,Star Associates,2011-04-02,"House 892, Street 19, D Ground, Faisalabad",Real Estate,Active,50000000
5153226-1,Star (Pvt) Ltd,2013-01-27,"House 577, Street 41, Cantt, Sialkot",Logistics,Active,500000000
1659519-9,Royal International,2010-05-06,"House 11, Street 11, Shah Rukn-e-Alam, Multan",Construction,Active,50000000
4380715-9,Metro Traders,2020-01-21,"House 422, Street 57, Shah Rukn-e-Alam, Multan",Real Estate,Active,50000000
1383544-7,Global Industries,2019-07-29,"House 664, Street 10, Jaranwala Road, Faisalabad",Logistics,Active,50000000
2983495-3,Crescent Holdings,2021-12-16,"House 917, Street 26, F-7, Islamabad",Food & Beverage,Active,50000000
2925734-2,Premier Industries,2017-04-17,"House 399, Street 56, F-10, Islamabad",Food & Beverage,Active,500000000
8790236-9,Global International,2019-09-09,"House 419, Street 36, North Nazimabad, Karachi",Trading,Active,50000000
3540694-6,Apex Traders,2010-07-08,"House 968, Street 58, Kashmir Road, Sialkot",Trading,Active,50000000
8929087-6,United Builders,2017-06-22,"House 990, Street 43, Hayatabad, Peshawar",Real Estate,Active,50000000
9219225-5,Capital Holdings,2011-06-28,"House 535, Street 1, I-8, Islamabad",IT Services,Active,50000000
5164848-3,Metro Builders,2019-10-23,"House 24, Street 12, Satellite Town, Gujranwala",Textile,Active,500000000
7522449-2,Crescent Builders,2015-11-25,"House 484, Street 3, Model Town, Sialkot",Textile,Active,50000000
1672600-9,Crescent Industries,2011-06-17,"House 322, Street 53, Hayatabad, Peshawar",Import/Export,Active,50000000
8299640-2,United Associates,2019-08-22,"House 429, Street 57, Cantt, Sialkot",Construction,Active,500000000
9576547-1,United Builders,2014-06-12,"House 453, Street 23, Madina Town, Faisalabad",Logistics,Active,50000000
7361569-3,Star Builders,2019-09-01,"House 120, Street 49, Gulbahar, Peshawar",IT Services,Active,500000000
8386641-8,Metro International,2017-06-01,"House 143, Street 52, Gulshan-e-Iqbal, Karachi",Pharmaceuticals,Active,50000000
8802208-7,Allied Enterprises,2009-04-10,"House 755, Street 37, Gulberg III, Lahore",Textile,Active,50000000
5513484-9,Capital International,2017-07-06,"House 341, Street 27, Model Town, Multan",Logistics,Active,500000000
3905823-2,Summit Traders,2014-12-26,"House 565, Street 6, Bahadurabad, Karachi",Pharmaceuticals,Active,500000000
2568095-3,Premier Enterprises,2016-02-20,"House 749, Street 28, Madina Town, Faisalabad",Logistics,Active,500000000
7460595-7,Pak Builders,2009-02-16,"House 661, Street 39, University Town, Peshawar",Real Estate,Active,500000000
5517016-1,Global Builders,2022-01-23,"House 358, Street 42, Chaklala Scheme 3, Rawalpindi",Pharmaceuticals,Active,50000000
9244267-7,Star (Pvt) Ltd,2010-05-31,"House 96, Street 57, Madina Town, Faisalabad",Food & Beverage,Active,50000000
6126324-0,Apex Holdings,2009-06-30,"House 847, Street 54, Bahria Town, Lahore",Food & Beverage,Active,500000000
9092989-2,Pak Enterprises,2020-12-10,"House 397, Street 17, D Ground, Faisalabad",Trading,Active,50000000
3894989-8,Metro (Pvt) Ltd,2016-04-01,"House 856, Street 59, DHA-II, Islamabad",Food & Beverage,Active,50000000
9908396-4,Global Builders,2014-01-21,"House 583, Street 32, Gulgasht Colony, Multan",Logistics,Active,50000000
8525416-6,Apex Enterprises,2010-12-03,"House 822, Street 55, Westridge, Rawalpindi",IT Services,Active,50000000
5895797-8,United Builders,2013-07-12,"House 289, Street 50, Clifton, Karachi",Real Estate,Active,50000000
1077864-0,United Industries,2009-06-11,"House 187, Street 58, Bahadurabad, Karachi",Logistics,Active,500000000
9353599-0,Global International,2015-08-26,"House 901, Street 34, Peoples Colony, Faisalabad",Import/Export,Active,50000000
1515817-2,Metro Holdings,2017-04-17,"House 624, Street 29, Gulgasht Colony, Multan",Import/Export,Active,500000000
2985960-6,Crescent Traders,2018-02-01,"House 692, Street 38, Westridge, Rawalpindi",Logistics,Active,50000000
2792849-2,Allied Associates,2012-07-11,"House 791, Street 46, F-7, Islamabad",Textile,Active,50000000
2468761-6,Metro Industries,2019-06-12,"House 391, Street 43, G-10, Islamabad",IT Services,Active,50000000
9796631-8,Global Industries,2010-11-16,"House 411, Street 29, PECHS, Karachi",Food & Beverage,Active,50000000
9252859-0,Star Industries,2021-02-27,"House 642, Street 20, Shah Rukn-e-Alam, Multan",Textile,Active,500000000
6509765-7,Metro Enterprises,2016-01-01,"House 457, Street 48, Chaklala Scheme 3, Rawalpindi",Trading,Active,50000000
4232549-5,United Traders,2021-02-11,"House 958, Street 45, F-10, Islamabad",Logistics,Active,50000000
9248489-8,Pak Industries,2020-01-20,"House 255, Street 48, University Town, Peshawar",Food & Beverage,Active,50000000
8736489-5,Pak Associates,2010-10-15,"House 744, Street 40, Model Town, Lahore",Trading,Active,50000000
2759000-8,Global Associates,2014-10-28,"House 66, Street 29, Chaklala Scheme 3, Rawalpindi",Logistics,Active,50000000
5084443-6,Premier Traders,2021-11-17,"House 147, Street 58, Bahria Town, Islamabad",Pharmaceuticals,Active,50000000
5618336-6,Royal Builders,2018-10-22,"House 95, Street 25, Kashmir Road, Sialkot",Import/Export,Active,500000000
3942107-2,United Associates,2018-06-14,"House 33, Street 56, Jaranwala Road, Faisalabad",Logistics,Active,500000000
4167118-6,Crescent Enterprises,2014-09-27,"House 707, Street 29, Shah Rukn-e-Alam, Multan",Trading,Active,500000000
4565987-1,Allied (Pvt) Ltd,2014-09-29,"House 410, Street 30, Gulshan-e-Iqbal, Karachi",Pharmaceuticals,Active,500000000
6565248-4,Capital Builders,2012-10-10,"House 131, Street 3, DHA-I, Rawalpindi",IT Services,Active,50000000
1515267-1,United (Pvt) Ltd,2016-12-23,"House 496, Street 4, G-10, Islamabad",IT Services,Active,50000000
6188254-6,Star Associates,2011-01-04,"House 894, Street 27, I-8, Islamabad",Pharmaceuticals,Active,50000000
3197550-0,Metro Builders,2017-07-10,"House 429, Street 27, G-11, Islamabad",Construction,Active,50000000
1501964-4,Crescent Traders,2023-11-19,"House 103, Street 50, G-9, Islamabad",Real Estate,Active,50000000
7538504-1,Allied Associates,2009-02-13,"House 640, Street 10, Bahria Town, Islamabad",Real Estate,Active,50000000
8326680-2,Metro Enterprises,2021-09-17,"House 37, Street 28, Cantt, Peshawar",Pharmaceuticals,Active,50000000
9184647-2,Apex International,2010-12-02,"House 598, Street 36, Satellite Town, Rawalpindi",Trading,Active,50000000
2769441-8,Metro Industries,2013-07-28,"House 999, Street 45, Peoples Colony, Faisalabad",Trading,Active,50000000
4151088-5,Royal Traders,2008-07-28,"House 604, Street 32, Gulgasht Colony, Multan",IT Services,Active,50000000
5072631-3,Capital Enterprises,2010-06-20,"House 731, Street 35, F-8, Islamabad",Textile,Active,500000000
2035537-2,Pak Associates,2011-08-24,"House 186, Street 3, D Ground, Faisalabad",Logistics,Active,500000000
1508620-6,Star Industries,2014-04-07,"House 944, Street 24, Model Town, Gujranwala",Construction,Active,50000000
9035683-7,Allied Associates,2015-05-30,"House 842, Street 28, Cantt, Sialkot",Real Estate,Active,500000000
2297782-1,Metro Industries,2019-08-08,"House 138, Street 13, Hayatabad, Peshawar",Pharmaceuticals,Active,50000000
8598804-0,Pak Traders,2009-10-28,"House 536, Street 41, Westridge, Rawalpindi",Logistics,Active,50000000
5725798-3,Star Industries,2012-03-24,"House 23, Street 10, Gulgasht Colony, Multan",Food & Beverage,Active,50000000
7483990-5,Premier Enterprises,2018-11-09,"House 30, Street 31, Madina Town, Faisalabad",Real Estate,Active,50000000
7877355-6,Pak Associates,2018-12-03,"House 928, Street 27, Cantt, Peshawar",Trading,Active,50000000
1832864-5,United (Pvt) Ltd,2017-12-26,"House 443, Street 58, Model Town, Gujranwala",IT Services,Active,50000000
6780347-3,Allied International,2021-06-29,"House 40, Street 1, DHA-I, Rawalpindi",Import/Export,Active,50000000
3497840-7,Pak (Pvt) Ltd,2010-05-02,"House 132, Street 20, Shah Rukn-e-Alam, Multan",Food & Beverage,Active,50000000
1310689-4,Capital Enterprises,2008-05-05,"House 487, Street 38, Peoples Colony, Gujranwala",IT Services,Active,500000000
5895804-9,Pak Associates,2016-08-19,"House 131, Street 12, University Town, Peshawar",Food & Beverage,Active,50000000
3656097-0,Allied Associates,2009-10-02,"House 467, Street 32, Model Town, Sialkot",Food & Beverage,Active,500000000
5060598-7,Premier Traders,2023-06-09,"House 737, Street 60, Model Town, Multan",Import/Export,Active,500000000
2409995-2,Summit Traders,2023-11-16,"House 672, Street 39, Madina Town, Faisalabad",IT Services,Active,50000000
1838885-3,United Traders,2014-02-09,"House 390, Street 53, Bahadurabad, Karachi",IT Services,Active,500000000
9206409-8,Star International,2017-10-11,"House 766, Street 10, University Town, Peshawar",Trading,Active,500000000
1232994-0,Pak Traders,2013-09-30,"House 763, Street 15, Kashmir Road, Sialkot",Import/Export,Active,500000000
7380626-4,Metro (Pvt) Ltd,2016-05-28,"House 911, Street 18, Satellite Town, Rawalpindi",Import/Export,Active,50000000
7977187-3,Allied Industries,2012-01-15,"House 13, Street 10, North Nazimabad, Karachi",IT Services,Active,500000000
9554638-5,Capital (Pvt) Ltd,2013-07-05,"House 867, Street 3, Bahria Town, Lahore",Food & Beverage,Active,500000000
9650760-1,Allied Associates,2010-01-28,"House 964, Street 37, F-10, Islamabad",Textile,Active,50000000
4502502-6,Capital Holdings,2015-03-19,"House 999, Street 13, Cantt, Peshawar",Real Estate,Active,50000000
6402859-0,Premier Industries,2013-04-08,"House 254, Street 60, Hayatabad, Peshawar",Real Estate,Active,50000000
7813330-4,Pak International,2016-09-07,"House 810, Street 57, Cantt, Peshawar",Trading,Active,50000000
7286181-2,United Holdings,2016-04-26,"House 337, Street 29, F-10, Islamabad",IT Services,Active,50000000
2870910-1,Summit Traders,2013-01-05,"House 305, Street 15, Jaranwala Road, Faisalabad",Logistics,Active,50000000
